07,12,02,00,20.44,BMS
07,12,02,01,20.32,BMS
07,12,02,02,18.73,BMS
07,12,02,03,17.52,BMS
07,12,02,04,18.09,BMS
07,12,02,05,16.95,BMS
07,12,02,06,16.13,BMS
07,12,02,07,18.66,BMS
07,12,02,08,20.63,BMS
07,12,02,09,21.59,BMS
07,12,02,10,23.12,BMS
07,12,02,11,24.08,BMS
07,12,02,12,24.53,BMS
07,12,02,13,26.21,BMS
07,12,02,14,27.19,BMS
07,12,02,15,28.11,BMS
07,12,02,16,28.18,BMS
07,12,02,17,28.64,BMS
07,12,02,18,27.32,BMS
07,12,02,19,25.89,BMS
07,12,02,20,24.34,BMS
07,12,02,21,22.99,BMS
07,12,02,22,22.67,BMS
07,12,02,23,23.05,BMS
07,13,02,00,23.11,BMS
07,13,02,01,22.29,BMS
07,13,02,02,21.52,BMS
07,13,02,03,20.13,BMS
07,13,02,04,18.72,BMS
07,13,02,05,19.42,BMS
07,13,02,06,20.51,BMS
07,13,02,07,20.32,BMS
07,13,02,08,21.46,BMS
07,13,02,09,24.14,BMS
07,13,02,10,26.28,BMS
07,13,02,11,26.28,BMS
07,13,02,12,26.67,BMS
07,13,02,13,27.58,BMS
07,13,02,14,29.17,BMS
07,13,02,15,29.37,BMS
07,13,02,16,29.43,BMS
07,13,02,17,29.64,BMS
07,13,02,18,28.11,BMS
07,13,02,19,26.67,BMS
07,13,02,20,22.99,BMS
07,13,02,21,21.77,BMS
07,13,02,22,21.52,BMS
07,13,02,23,21.71,BMS
07,14,02,00,21.52,BMS
07,14,02,01,20.25,BMS
07,14,02,02,20.25,BMS
07,14,02,03,19.36,BMS
07,14,02,04,19.94,BMS
07,14,02,05,18.79,BMS
07,14,02,06,18.34,BMS
07,14,02,07,20.57,BMS
07,14,02,08,23.69,BMS
07,14,02,09,25.24,BMS
07,14,02,10,25.89,BMS
07,14,02,11,26.08,BMS
07,14,02,12,27.58,BMS
07,14,02,13,28.31,BMS
07,14,02,14,27.45,BMS
07,14,02,15,29.84,BMS
07,14,02,16,28.64,BMS
07,14,02,17,27.59,BMS
07,14,02,18,24.53,BMS
07,14,02,19,23.44,BMS
07,14,02,20,23.12,BMS
07,14,02,21,22.73,BMS
07,14,02,22,21.46,BMS
07,14,02,23,21.27,BMS
07,15,02,00,20.70,BMS
07,15,02,01,20.51,BMS
07,15,02,02,19.04,BMS
07,15,02,03,18.66,BMS
07,15,02,04,18.15,BMS
07,15,02,05,17.84,BMS
07,15,02,06,18.15,BMS
07,15,02,07,19.68,BMS
07,15,02,08,22.10,BMS
07,15,02,09,22.61,BMS
07,15,02,10,23.50,BMS
07,15,02,11,24.14,BMS
07,15,02,12,24.98,BMS
07,15,02,13,26.73,BMS
07,15,02,14,26.86,BMS
07,15,02,15,27.91,BMS
07,15,02,16,27.85,BMS
07,15,02,17,25.56,BMS
07,15,02,18,25.04,BMS
07,15,02,19,24.08,BMS
07,15,02,20,21.59,BMS
07,15,02,21,20.19,BMS
07,15,02,22,17.52,BMS
07,15,02,23,16.82,BMS
07,16,02,00,16.57,BMS
07,16,02,01,16.06,BMS
07,16,02,02,16.06,BMS
07,16,02,03,15.30,BMS
07,16,02,04,14.79,BMS
07,16,02,05,14.79,BMS
07,16,02,06,14.47,BMS
07,16,02,07,16.89,BMS
07,16,02,08,20.00,BMS
07,16,02,09,21.39,BMS
07,16,02,10,22.73,BMS
07,16,02,11,23.11,BMS
07,16,02,12,20.63,BMS
07,16,02,13,20.70,BMS
07,16,02,14,22.03,BMS
07,16,02,15,22.93,BMS
07,16,02,16,20.57,BMS
07,16,02,17,16.63,BMS
07,16,02,18,15.87,BMS
07,16,02,19,16.19,BMS
07,16,02,20,15.94,BMS
07,16,02,21,16.76,BMS
07,16,02,22,16.51,BMS
07,16,02,23,16.57,BMS
07,17,02,00,16.51,BMS
07,17,02,01,15.49,BMS
07,17,02,02,14.98,BMS
07,17,02,03,15.04,BMS
07,17,02,04,14.85,BMS
07,17,02,05,15.10,BMS
07,17,02,06,15.81,BMS
07,17,02,07,17.77,BMS
07,17,02,08,19.74,BMS
07,17,02,09,20.82,BMS
07,17,02,10,21.39,BMS
07,17,02,11,22.73,BMS
07,17,02,12,22.48,BMS
07,17,02,13,24.72,BMS
07,17,02,14,20.89,BMS
07,17,02,15,21.08,BMS
07,17,02,16,24.01,BMS
07,17,02,17,24.08,BMS
07,17,02,18,18.85,BMS
07,17,02,19,19.42,BMS
07,17,02,20,19.36,BMS
07,17,02,21,18.28,BMS
07,17,02,22,17.08,BMS
07,17,02,23,16.13,BMS
07,18,02,00,15.43,BMS
07,18,02,01,15.49,BMS
07,18,02,02,15.10,BMS
07,18,02,03,14.85,BMS
07,18,02,04,15.04,BMS
07,18,02,05,15.81,BMS
07,18,02,06,15.04,BMS
07,18,02,07,15.93,BMS
07,18,02,08,17.39,BMS
07,18,02,09,19.68,BMS
07,18,02,10,19.55,BMS
07,18,02,11,20.19,BMS
07,18,02,12,21.78,BMS
07,18,02,13,21.78,BMS
07,18,02,14,23.05,BMS
07,18,02,15,22.73,BMS
07,18,02,16,24.34,BMS
07,18,02,17,22.29,BMS
07,18,02,18,20.44,BMS
07,18,02,19,17.71,BMS
07,18,02,20,17.33,BMS
07,18,02,21,16.70,BMS
07,18,02,22,16.13,BMS
07,18,02,23,15.75,BMS
07,19,02,00,16.19,BMS
07,19,02,01,16.06,BMS
07,19,02,02,16.13,BMS
07,19,02,03,16.00,BMS
07,19,02,04,15.68,BMS
07,19,02,05,14.85,BMS
07,19,02,06,15.36,BMS
07,19,02,07,17.08,BMS
07,19,02,08,16.89,BMS
07,19,02,09,17.01,BMS
07,19,02,10,16.32,BMS
07,19,02,11,17.46,BMS
07,19,02,12,21.97,BMS
07,19,02,13,22.10,BMS
07,19,02,14,20.25,BMS
07,19,02,15,21.14,BMS
07,19,02,16,19.94,BMS
07,19,02,17,21.90,BMS
07,19,02,18,21.91,BMS
07,19,02,19,18.98,BMS
07,19,02,20,16.82,BMS
07,19,02,21,16.25,BMS
07,19,02,22,16.57,BMS
07,19,02,23,15.68,BMS
07,20,02,00,15.81,BMS
07,20,02,01,16.00,BMS
07,20,02,02,13.06,BMS
07,20,02,03,14.22,BMS
07,20,02,04,14.79,BMS
07,20,02,05,14.34,BMS
07,20,02,06,14.34,BMS
07,20,02,07,14.79,BMS
07,20,02,08,15.42,BMS
07,20,02,09,16.82,BMS
07,20,02,10,18.03,BMS
07,20,02,11,19.17,BMS
07,20,02,12,18.98,BMS
07,20,02,13,19.68,BMS
07,20,02,14,20.70,BMS
07,20,02,15,20.82,BMS
07,20,02,16,20.69,BMS
07,20,02,17,19.43,BMS
07,20,02,18,14.98,BMS
07,20,02,19,14.79,BMS
07,20,02,20,15.81,BMS
07,20,02,21,15.81,BMS
07,20,02,22,15.55,BMS
07,20,02,23,14.41,BMS
07,21,02,00,14.53,BMS
07,21,02,01,13.70,BMS
07,21,02,02,14.66,BMS
07,21,02,03,14.15,BMS
07,21,02,04,13.96,BMS
07,21,02,05,13.57,BMS
07,21,02,06,12.87,BMS
07,21,02,07,16.31,BMS
07,21,02,08,18.85,BMS
07,21,02,09,19.81,BMS
07,21,02,10,20.57,BMS
07,21,02,11,21.46,BMS
07,21,02,12,21.77,BMS
07,21,02,13,22.67,BMS
07,21,02,14,23.89,BMS
07,21,02,15,23.63,BMS
07,21,02,16,24.33,BMS
07,21,02,17,25.63,BMS
07,21,02,18,23.82,BMS
07,21,02,19,22.22,BMS
07,21,02,20,19.74,BMS
07,21,02,21,18.53,BMS
07,21,02,22,18.79,BMS
07,21,02,23,18.85,BMS
07,22,02,00,18.91,BMS
07,22,02,01,18.72,BMS
07,22,02,02,18.72,BMS
07,22,02,03,18.66,BMS
07,22,02,04,18.28,BMS
07,22,02,05,17.65,BMS
07,22,02,06,16.00,BMS
07,22,02,07,19.11,BMS
07,22,02,08,20.76,BMS
07,22,02,09,22.86,BMS
07,22,02,10,23.05,BMS
07,22,02,11,25.17,BMS
07,22,02,12,24.73,BMS
07,22,02,13,12.80,BMS
07,22,02,14,15.67,BMS
07,22,02,15,19.62,BMS
